original_request_url,post_url,post_id,text,post_text,shared_text,original_text,time,timestamp,image,image_lowquality,images,images_description,images_lowquality,images_lowquality_description,video,video_duration_seconds,video_height,video_id,video_quality,video_size_MB,video_thumbnail,video_watches,video_width,likes,comments,shares,link,links,user_id,username,user_url,is_live,factcheck,shared_post_id,shared_time,shared_user_id,shared_username,shared_post_url,available,comments_full,reactors,w3_fb_url,reactions,reaction_count,with,page_id,sharers,image_id,image_ids,was_live,fetched_time,header,video_ids,videos
https://facebook.com/pfbid02jxEmgJp6XwRGwMwNd1TGV8MaWAe24BjN3YzyFYc3HK1S3dPNFY4ZGspc1dudmiYql,https://facebook.com/story.php?story_fbid=pfbid02jxEmgJp6XwRGwMwNd1TGV8MaWAe24BjN3YzyFYc3HK1S3dPNFY4ZGspc1dudmiYql&id=100050487399854,pfbid02jxEmgJp6XwRGwMwNd1TGV8MaWAe24BjN3YzyFYc3HK1S3dPNFY4ZGspc1dudmiYql,"HIỆN TẠI NGỌC TRINH VẪN ĐANG BỊ TAM GIAM ‼

Gần đây các trang mạng xã hội của Ngọc Trinh bất ngờ “sáng đèn”. Các hình ảnh tạo dáng bên xe mô tô và cả video clip ghi hình người mẫu này chạy mô tô không mặc đồ bảo hộ với các tư thế phản cảm đã không còn tồn tại. Các trang mạng này chỉ “sáng đèn” sau gần 1 ngày rồi tiếp tục bị khóa, không thể truy cập, tuy nhiên, nhiều người cho rằng, có thể Ngọc Trinh đã được tại ngoại sau thời gian bị tạm giam.

Đến thời điểm hiện tại Cơ quan Cảnh sát điều tra Công an TP HCM vẫn đang tiếp tục tiến hành các biện pháp điều tra, xác minh theo quy định để khẩn trương làm rõ toàn bộ nội dung vụ án, hành vi phạm tội của Trần Thị Ngọc Trinh, Trần Xuân Đông và các đối tượng có liên quan.","HIỆN TẠI NGỌC TRINH VẪN ĐANG BỊ TAM GIAM ‼

Gần đây các trang mạng xã hội của Ngọc Trinh bất ngờ “sáng đèn”. Các hình ảnh tạo dáng bên xe mô tô và cả video clip ghi hình người mẫu này chạy mô tô không mặc đồ bảo hộ với các tư thế phản cảm đã không còn tồn tại. Các trang mạng này chỉ “sáng đèn” sau gần 1 ngày rồi tiếp tục bị khóa, không thể truy cập, tuy nhiên, nhiều người cho rằng, có thể Ngọc Trinh đã được tại ngoại sau thời gian bị tạm giam.

Đến thời điểm hiện tại Cơ quan Cảnh sát điều tra Công an TP HCM vẫn đang tiếp tục tiến hành các biện pháp điều tra, xác minh theo quy định để khẩn trương làm rõ toàn bộ nội dung vụ án, hành vi phạm tội của Trần Thị Ngọc Trinh, Trần Xuân Đông và các đối tượng có liên quan.",,,2023-12-03 23:31:00,,https://scontent.fhan20-1.fna.fbcdn.net/v/t39.30808-6/406881211_902842964741942_5268249140962744214_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=1&ccb=1-7&_nc_sid=a0818e&efg=eyJpIjoidCJ9&_nc_ohc=7AjQOHukhFoAX_CkdLu&_nc_ht=scontent.fhan20-1.fna&oh=00_AfBsegm408zQ2j3ryP967eqihPq814TPJmaSK76TxvTKtg&oe=657257EF&manual_redirect=1,https://scontent.fhan20-1.fna.fbcdn.net/v/t39.30808-6/406881211_902842964741942_5268249140962744214_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=1&ccb=1-7&_nc_sid=a0818e&efg=eyJpIjoidCJ9&_nc_ohc=7AjQOHukhFoAX_CkdLu&_nc_ht=scontent.fhan20-1.fna&oh=00_AfAVIoiRlfYyjItQjuOIYTIKN_at7I1Nhkd62WuVvyl5vg&oe=657257EF,['https://scontent.fhan20-1.fna.fbcdn.net/v/t39.30808-6/406881211_902842964741942_5268249140962744214_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=1&ccb=1-7&_nc_sid=a0818e&efg=eyJpIjoidCJ9&_nc_ohc=7AjQOHukhFoAX_CkdLu&_nc_ht=scontent.fhan20-1.fna&oh=00_AfBsegm408zQ2j3ryP967eqihPq814TPJmaSK76TxvTKtg&oe=657257EF&manual_redirect=1'],"['Có thể là hình ảnh về \u200e4 người và \u200evăn bản cho biết \'\u200eצבי× CELINE SChanne LOẠT TÀI KHOÁN MXH CỦA NGỌC TRINH BáNG NHIÊN ""SÁNG ĐÈN"" TRỞ LẠI CĐM NGHI VẤN LIỆU CÃ NÀNG ĐÃ ĐƯỢC TẠI NGOAI?\u200e\'\u200e\u200e']",['https://scontent.fhan20-1.fna.fbcdn.net/v/t39.30808-6/406881211_902842964741942_5268249140962744214_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=1&ccb=1-7&_nc_sid=a0818e&efg=eyJpIjoidCJ9&_nc_ohc=7AjQOHukhFoAX_CkdLu&_nc_ht=scontent.fhan20-1.fna&oh=00_AfAVIoiRlfYyjItQjuOIYTIKN_at7I1Nhkd62WuVvyl5vg&oe=657257EF'],"['Có thể là hình ảnh về \u200e4 người và \u200evăn bản cho biết \'\u200eצבי× CELINE SChanne LOẠT TÀI KHOÁN MXH CỦA NGỌC TRINH BáNG NHIÊN ""SÁNG ĐÈN"" TRỞ LẠI CĐM NGHI VẤN LIỆU CÃ NÀNG ĐÃ ĐƯỢC TẠI NGOAI?\u200e\'\u200e\u200e']",,,,,,,,,,,1.0,0.0,,"[{'link': 'https://m.facebook.com/photo.php?fbid=902842968075275&id=100050487399854&set=a.806014341091472&eav=AfZh2mSAqDkVzXy3hHPhBWJHglFYrUay8smXnec-z45a9Gsi1EDuC-ukEcyvk10X2bs&paipv=0&source=57&refid=52&__tn__=EH-R', 'text': ''}]",,Schannel - Kênh thông tin giải trí cho giới trẻ,https://facebook.com/schannel.vn?eav=Afb8IseAkmeFiZ0LPg3ntfjARgH3wm96BEhfKngIjUlwqr5E3UcL9__FLdisqJZueMw&refid=52&__tn__=C-R&paipv=0,False,,,,,,,True,[],[],https://www.facebook.com/story.php?story_fbid=pfbid02jxEmgJp6XwRGwMwNd1TGV8MaWAe24BjN3YzyFYc3HK1S3dPNFY4ZGspc1dudmiYql&id=100050487399854,"{'thích': 191, 'yêu thích': 1, 'haha': 4}",196.0,,,,902842968075275,['902842968075275'],False,2023-12-04 20:42:32.496425,,,
