post_id,text,time,comments,shares,comments_full,reactions,reaction_count
pfbid02jxEmgJp6XwRGwMwNd1TGV8MaWAe24BjN3YzyFYc3HK1S3dPNFY4ZGspc1dudmiYql,"HIỆN TẠI NGỌC TRINH VẪN ĐANG BỊ TAM GIAM ‼

Gần đây các trang mạng xã hội của Ngọc Trinh bất ngờ “sáng đèn”. Các hình ảnh tạo dáng bên xe mô tô và cả video clip ghi hình người mẫu này chạy mô tô không mặc đồ bảo hộ với các tư thế phản cảm đã không còn tồn tại. Các trang mạng này chỉ “sáng đèn” sau gần 1 ngày rồi tiếp tục bị khóa, không thể truy cập, tuy nhiên, nhiều người cho rằng, có thể Ngọc Trinh đã được tại ngoại sau thời gian bị tạm giam.

Đến thời điểm hiện tại Cơ quan Cảnh sát điều tra Công an TP HCM vẫn đang tiếp tục tiến hành các biện pháp điều tra, xác minh theo quy định để khẩn trương làm rõ toàn bộ nội dung vụ án, hành vi phạm tội của Trần Thị Ngọc Trinh, Trần Xuân Đông và các đối tượng có liên quan.",2023-12-03 23:31:00,1.0,0.0,[],"{'like': 1098, 'haha': 12, 'love': 11, 'wow': 1, 'care': 1}",1123
